TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF FEB 27, 2017 (B)",Netflix-Sandy Wexler : Online,42.6,0,0,0,0,0,0,0,0,0,0,42.6
"WEEK OF FEB 27, 2017 (B)",Netflix-Santa Clarita Diet : Online,237.8,0,0,0,0,237.8,0,0,0,0,0,0
"WEEK OF FEB 27, 2017 (B)",Netflix-Ultimate Beastmaster : Online,193.6,193.6,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 06, 2017 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF MAR 06, 2017 (B)",Netflix : Online,2.6,0,0,0,0,0,0,0,0,0,2.6,0
"WEEK OF MAR 06, 2017 (B)",Netflix-Amy Schumer The Leather Special : Online,93.4,88.8,0,0,4.6,0,0,0,0,0,0,0
"WEEK OF MAR 06, 2017 (B)",Netflix-Grace & Frankie : Online,88.8,88.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 06, 2017 (B)",Netflix-Iron Fist : Online,157.2,124.9,32.3,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 06, 2017 (B)",Netflix-Love : Online,416.2,0,0,0,4.5,250.8,0,142.9,18.1,0,0,0
"WEEK OF MAR 06, 2017 (B)",Netflix-Ultimate Beastmaster : Online,164.1,164.1,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 13, 2017 (B)",Netflix : Online,2.6,0,0,0,0,0,0,0,0,0,2.6,0
"WEEK OF MAR 13, 2017 (B)",Netflix-Grace & Frankie : Online,164.1,164.1,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 13, 2017 (B)",Netflix-Iron Fist : Online,413.3,64,98.5,0,0,250.8,0,0,0,0,0,0
"WEEK OF MAR 13, 2017 (B)",Netflix-Sandy Wexler : Online,36.9,0,0,0,36.9,0,0,0,0,0,0,0
"WEEK OF MAR 20, 2017 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,1.6,0,0,0,1.6,0,0,0,0,0,0,0
"WEEK OF MAR 20, 2017 (B)",Netflix : Online,2.6,0,0,0,0,0,0,0,0,0,2.6,0
"WEEK OF MAR 20, 2017 (B)",Netflix-Dave Chappelle Two Cities One Event : Online,235.7,114.6,121.1,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 20, 2017 (B)",Netflix-Get Down : Online,7.4,0,0,0,7.4,0,0,0,0,0,0,0
"WEEK OF MAR 20, 2017 (B)",Netflix-Iron Fist : Online,183.4,0,183.4,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 20, 2017 (B)",Netflix-Sandy Wexler : Online,681.6,563.9,117.6,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 27, 2017 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,1.4,0,0,0,1.4,0,0,0,0,0,0,0
"WEEK OF MAR 27, 2017 (B)",Netflix : Online,1045.1,0,0,0,11.5,0,0,142.9,18.1,0,1.9,870.8
"WEEK OF MAR 27, 2017 (B)",Netflix-13 Reasons Why : Online,315.9,42.1,19.4,0,0,250.8,0,0,0,0,0,3.6
"WEEK OF MAR 27, 2017 (B)",Netflix-Chelsea : Online,58.7,0,0,0,0,0,0,0,0,0,0,58.7
"WEEK OF MAR 27, 2017 (B)",Netflix-Dave Chappelle : Online,42.9,0,0,0,0,0,0,0,0,0,0,42.9
"WEEK OF MAR 27, 2017 (B)",Netflix-Dave Chappelle Two Cities One Event : Online,25.5,25.5,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 27, 2017 (B)",Netflix-Discovery : Online,312.8,0,0,0,0,237.8,0,0,0,0,0,75
"WEEK OF MAR 27, 2017 (B)",Netflix-Five Came Back : Online,221.2,0,27.3,0,16.5,0,0,150.7,0,0,0,26.7
"WEEK OF MAR 27, 2017 (B)",Netflix-Get Down : Online,415,0,0,0,0,415,0,0,0,0,0,0
"WEEK OF MAR 27, 2017 (B)",Netflix-Grace & Frankie : Online,545.4,43.8,0,0,0,501.6,0,0,0,0,0,0
"WEEK OF MAR 27, 2017 (B)",Netflix-Ingobernable : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF MAR 27, 2017 (B)",Netflix-Iron Fist : Online,22.4,0,0,0,0,0,0,0,0,0,0,22.4
"WEEK OF MAR 27, 2017 (B)",Netflix-Louis CK 2017 : Online,44.9,44.9,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAR 27, 2017 (B)",Netflix-Love : Online,1.1,0,0,0,0,0,0,0,0,0,0,1.1
"WEEK OF MAR 27, 2017 (B)",Netflix-Most Hated Woman In America : Online,20.5,0,0,0,0,0,0,0,0,0,0,20.5
"WEEK OF MAR 27, 2017 (B)",Netflix-Sandy Wexler : Online,372.7,52.3,41.2,0,83.3,0,0,0,0,0,0,195.9
"WEEK OF APR 03, 2017 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,1.6,0,0,0,1.6,0,0,0,0,0,0,0
"WEEK OF APR 03, 2017 (B)",Netflix : Online,3,0,0,0,3,0,0,0,0,0,0,0
"WEEK OF APR 03, 2017 (B)",Netflix-Chelsea : Online,13.2,13.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 03, 2017 (B)",Netflix-Get Down : Online,508.6,77.8,12,0,31,244.9,0,142.9,0,0,0,0
"WEEK OF APR 03, 2017 (B)",Netflix-Ingobernable : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF APR 03, 2017 (B)",Netflix-Louis CK 2017 : Online,180.7,180.7,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 03, 2017 (B)",Netflix-Sandy Wexler : Online,177.9,157.1,20.8,0,0,0,0,0,0,0,0,0
"WEEK OF APR 10, 2017 (B)",Here Comes The Funny Tour/Netflix : Sponsored Event,1.2,0,0,0,1.2,0,0,0,0,0,0,0
"WEEK OF APR 10, 2017 (B)",Netflix-Girlboss : Online,126.1,126.1,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 10, 2017 (B)",Netflix-Sandy Wexler : Online,400,400,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 17, 2017 (B)",Netflix-13 Reasons Why : Online,158,158,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 17, 2017 (B)",Netflix-Chelsea : Online,95,95,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 17, 2017 (B)",Netflix-Girlboss : Online,153.8,153.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 17, 2017 (B)",Netflix-Sandy Wexler : Online,480.8,230,0,0,0,250.8,0,0,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix : Online,0.4,0,0,0,0.4,0,0,0,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-13 Reasons Why : Online,192.9,0,0,0,0,192.9,0,0,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-Casting Jonbenet : Online,16.4,0,0,0,8,0,0,8.4,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-Chelsea : Online,96.3,96.3,0,0,0,0,0,0,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-Dear White People : Online,212.9,202.4,10.5,0,0,0,0,0,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-Get Me Roger Stone : Online,3.6,0,3.6,0,0,0,0,0,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-Ingobernable : Online,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-Little Prince : Online,3.6,0,0,0,0,0,0,0,3.6,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-Sandy Wexler : Online,501.6,0,0,0,0,501.6,0,0,0,0,0,0
"WEEK OF APR 24, 2017 (B)",Netflix-War Machine : Online,25.2,0,25.2,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 01, 2017 (B)",Netflix : Online,1531,0,0,0,0.3,0,0,0,25.8,0,0,1504.9
"WEEK OF MAY 01, 2017 (B)",Netflix-Chelsea : Online,39.2,0,0,0,0,0,0,0,0,0,0,39.2
"WEEK OF MAY 01, 2017 (B)",Netflix-Dear White People : Online,130.5,0,0,0,0,130.5,0,0,0,0,0,0
"WEEK OF MAY 01, 2017 (B)",Netflix-F Is For Family : Online,4.6,0,0,0,0,0,0,0,0,0,0,4.6
"WEEK OF MAY 01, 2017 (B)",Netflix-Flaked : Online,4.4,0,0,0,0,0,0,0,0,0,0,4.4
"WEEK OF MAY 01, 2017 (B)",Netflix-Love : Online,17.5,0,0,0,0,0,0,0,0,0,0,17.5
"WEEK OF MAY 01, 2017 (B)",Netflix-Master Of None : Online,515.7,157,0,0,0,237.8,0,0,0,0,0,120.9
"WEEK OF MAY 01, 2017 (B)",Netflix-Okja : Online,1,0,0,0,0,0,0,0,0,0,0,1
"WEEK OF MAY 01, 2017 (B)",Netflix-Orange Is The New Black : Online,75.9,0,0,0,0,0,0,0,0,0,0,75.9
"WEEK OF MAY 01, 2017 (B)",Netflix-Sarah Silverman A Speck Of Dust : Online,3.2,0,0,0,0,0,0,0,0,0,0,3.2
"WEEK OF MAY 01, 2017 (B)",Netflix-Sense 8 : Online,29.5,0,3.8,0,0,0,0,0,0,0,0,25.7
"WEEK OF MAY 01, 2017 (B)",Netflix-Tracy Morgan Staying Alive : Online,14,0,0,0,0,0,0,0,0,0,0,14
"WEEK OF MAY 01, 2017 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,5.2,0,0,0,0,0,0,0,0,0,0,5.2
"WEEK OF MAY 01, 2017 (B)",Netflix-War Machine : Online,106.9,0,0,0,0,0,0,0,0,0,0,106.9
"WEEK OF MAY 08, 2017 (B)",Netflix-Anne With An E : Online,63.8,63.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 08, 2017 (B)",Netflix-Get Me Roger Stone : Online,8.4,0,0,0,0,0,0,8.4,0,0,0,0
"WEEK OF MAY 08, 2017 (B)",Netflix-Master Of None : Online,142.9,0,0,0,0,0,0,142.9,0,0,0,0
"WEEK OF MAY 08, 2017 (B)",Netflix-Sense 8 : Online,218.7,0,3.8,0,0,214.8,0,0,0,0,0,0
"WEEK OF MAY 08, 2017 (B)",Netflix-Tracy Morgan Staying Alive : Online,33.1,26.7,0,0,6.4,0,0,0,0,0,0,0
"WEEK OF MAY 08, 2017 (B)",Netflix-War Machine : Online,135.8,135.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Netflix : Online,63.8,63.8,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Netflix-Gypsy : Online,319.1,319.1,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Netflix-House Of Cards : Online,23,0,3.2,0,19.9,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Netflix-Mars Generation : Online,366.6,0,0,0,0,366.6,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Netflix-Tracy Morgan Staying Alive : Online,12.6,12.6,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,85.3,85.3,0,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 15, 2017 (B)",Netflix-War Machine : Online,622.4,402.4,7.8,0,0,212.2,0,0,0,0,0,0
"WEEK OF MAY 22, 2017 (B)",Netflix-Bloodline : Online,18.1,0,0,0,0,0,0,0,18.1,0,0,0
"WEEK OF MAY 22, 2017 (B)",Netflix-Tracy Morgan Staying Alive : Online,7.4,0,0,7.4,0,0,0,0,0,0,0,0
"WEEK OF MAY 22, 2017 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,195.3,0,0,0,0,195.3,0,0,0,0,0,0
"WEEK OF MAY 22, 2017 (B)",Netflix-War Machine : Online,423.1,322.8,82.3,0,0,0,0,0,18.1,0,0,0
"WEEK OF MAY 29, 2017 (B)",Netflix : Online,1526.3,0,0,0,0,0,0,0,0,0,11.9,1514.4
"WEEK OF MAY 29, 2017 (B)",Netflix Inc : Corporate Promotion,379.7,0,0,0,0,0,0,0,0,0,0,379.7
"WEEK OF MAY 29, 2017 (B)",Netflix-F Is For Family : Online,1.1,0,0,0,0,0,0,0,0,0,0,1.1
"WEEK OF MAY 29, 2017 (B)",Netflix-Flaked : Online,36.6,0,0,0,0,0,0,0,0,0,0,36.6
"WEEK OF MAY 29, 2017 (B)",Netflix-Friends From College : Online,68.5,0,0,0,0,0,0,0,0,0,0,68.5
"WEEK OF MAY 29, 2017 (B)",Netflix-Glow : Online,144.5,0,0,0,0,0,0,0,0,0,0,144.5
"WEEK OF MAY 29, 2017 (B)",Netflix-Gypsy : Online,336.7,0,0,0,0,237.8,0,0,0,0,0,98.8
"WEEK OF MAY 29, 2017 (B)",Netflix-Master Of None : Online,19.5,0,0,0,0,0,0,0,0,0,0,19.5
"WEEK OF MAY 29, 2017 (B)",Netflix-Nobody Speak Trials Of The Free Press : Online,2.9,0,0,0,0,0,0,0,0,0,0,2.9
"WEEK OF MAY 29, 2017 (B)",Netflix-Oh Hello : Online,25,0,0,0,0,0,0,0,0,0,0,25
"WEEK OF MAY 29, 2017 (B)",Netflix-Okja : Online,55.8,0,0,0,0,0,0,0,0,0,0,55.8
"WEEK OF MAY 29, 2017 (B)",Netflix-Orange Is The New Black : Online,280.8,144.2,0,0,0,0,0,0,0,0,0,136.6
"WEEK OF MAY 29, 2017 (B)",Netflix-Sarah Silverman A Speck Of Dust : Online,26.8,0,0,0,0,0,0,0,0,0,0,26.8
"WEEK OF MAY 29, 2017 (B)",Netflix-Sense 8 : Online,75.8,0,0,0,0,75.8,0,0,0,0,0,0
"WEEK OF MAY 29, 2017 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,7.6,0,0,0,0,0,0,0,0,0,0,7.6
"WEEK OF MAY 29, 2017 (B)",Netflix-War Machine : Online,286.4,204.6,64,0,0,0,0,0,0,0,0,17.8
"WEEK OF JUN 05, 2017 (B)",Netflix : Online,20.9,0,0,0,0,0,0,0,0,0,20.9,0
"WEEK OF JUN 05, 2017 (B)",Netflix-Glow : Online,79.5,0,0,0,79.5,0,0,0,0,0,0,0
"WEEK OF JUN 05, 2017 (B)",Netflix-House Of Cards : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF JUN 05, 2017 (B)",Netflix-Oh Hello : Online,36.2,0,0,0,36.2,0,0,0,0,0,0,0
"WEEK OF JUN 05, 2017 (B)",Netflix-Okja : Online,382.2,0,0,0,0,382.2,0,0,0,0,0,0
"WEEK OF JUN 05, 2017 (B)",Netflix-Orange Is The New Black : Online,406.7,394.1,0,0,12.6,0,0,0,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix : Online,21.3,0,0,0,0,0,0,0,0.4,0,20.9,0
"WEEK OF JUN 12, 2017 (B)",Netflix-Crown : Online,151.4,0,0,0,0,0,0,150.7,0.7,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix-Glow : Online,69.1,0,0,0,69.1,0,0,0,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix-Gypsy : Online,355.2,0,0,0,0,355.2,0,0,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix-House Of Cards : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix-Master Of None : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix-Okja : Online,38.4,38.4,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix-Orange Is The New Black : Online,202,202,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix-Ranch : Online,51.2,51.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 12, 2017 (B)",Netflix-Tracy Morgan Staying Alive : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF JUN 19, 2017 (B)",Netflix : Online,280.4,0,253.4,0,0,0,0,5.1,1,0,20.9,0
"WEEK OF JUN 19, 2017 (B)",Netflix-Glow : Online,473.6,374.8,0,0,98.8,0,0,0,0,0,0,0
"WEEK OF JUN 19, 2017 (B)",Netflix-Nobody Speak Trials Of The Free Press : Online,5.4,0,0,0,0,0,0,5.4,0,0,0,0
"WEEK OF JUN 19, 2017 (B)",Netflix-Okja : Online,161.9,161.9,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 19, 2017 (B)",Netflix-Shes Gotta Have It : Online,84.5,0,84.5,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 19, 2017 (B)",Netflix-Stranger Things : Online,184.5,0,0,0,0,0,0,150.7,33.8,0,0,0
"WEEK OF JUN 26, 2017 (B)",Netflix : Online,1747.1,0,0,0,0,0,0,18.7,0,0,21.2,1707.2
"WEEK OF JUN 26, 2017 (B)",Netflix-Atypical : Online,5,0,0,0,0,0,0,0,0,0,0,5
"WEEK OF JUN 26, 2017 (B)",Netflix-Friends From College : Online,97.7,0,0,0,68.8,0,0,0,0,0,0,28.9
"WEEK OF JUN 26, 2017 (B)",Netflix-Glow : Online,352.5,0,0,0,153.8,152,0,0,0,0,0,46.7
"WEEK OF JUN 26, 2017 (B)",Netflix-Gypsy : Online,834.2,105.8,0,0,0,692.9,0,0,0,0,0,35.5
"WEEK OF JUN 26, 2017 (B)",Netflix-Nobody Speak Trials Of The Free Press : Online,13.1,0,0,0,0,0,0,0,0,0,0,13.1
"WEEK OF JUN 26, 2017 (B)",Netflix-Okja : Online,259.6,97.6,0,0,0,0,0,142.9,15.5,0,0,3.7
"WEEK OF JUN 26, 2017 (B)",Netflix-Ozark : Online,101.3,0,0,0,0,0,0,0,0,0,0,101.3
"WEEK OF JUN 26, 2017 (B)",Netflix-War Machine : Online,323.7,0,0,0,0,0,0,160.3,163.4,0,0,0
"WEEK OF JUN 26, 2017 (B)",Netflix-Wet Hot American Summer : Online,21.7,0,0,0,0,0,0,0,0,0,0,21.7
"WEEK OF JUL 03, 2017 (B)",Netflix : Online,182.4,0,0,0,0,0,0,160.3,0,0,22.1,0
"WEEK OF JUL 03, 2017 (B)",Netflix-Friends From College : Online,289.2,0,0,0,38.4,250.8,0,0,0,0,0,0
"WEEK OF JUL 03, 2017 (B)",Netflix-Glow : Online,17.7,0,0,0,17.7,0,0,0,0,0,0,0
"WEEK OF JUL 03, 2017 (B)",Netflix-Okja : Online,4.4,0,4.4,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 10, 2017 (B)",Netflix : Online,31.2,0,0,0,0,0,0,0,9,0,22.1,0
"WEEK OF JUL 10, 2017 (B)",Netflix-Chasing Coral : Online,148.3,0,0,0,0,0,0,148.3,0,0,0,0
"WEEK OF JUL 10, 2017 (B)",Netflix-Friends From College : Online,99.6,0,0,0,99.6,0,0,0,0,0,0,0
"WEEK OF JUL 10, 2017 (B)",Netflix-Glow : Online,838.6,0,0,0,0,838.6,0,0,0,0,0,0
"WEEK OF JUL 17, 2017 (B)",Netflix : Online,326.8,0,0,0,1.5,0,0,303.2,0,0,22.1,0
"WEEK OF JUL 17, 2017 (B)",Netflix-Bright : Online,10.3,0,10.3,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 17, 2017 (B)",Netflix-Friends From College : Online,67.8,0,0,0,67.8,0,0,0,0,0,0,0
"WEEK OF JUL 17, 2017 (B)",Netflix-Okja : Online,111.5,0,0,0,0,0,0,111.5,0,0,0,0
"WEEK OF JUL 17, 2017 (B)",Netflix-Ozark : Online,987.8,320,23.8,0,26.7,617.3,0,0,0,0,0,0
"WEEK OF JUL 24, 2017 (B)",Netflix : Online,43,0,0,0,20.9,0,0,0,0,0,22.1,0
"WEEK OF JUL 24, 2017 (B)",Netflix-Atypical : Online,11.4,0,0,0,11.4,0,0,0,0,0,0,0
"WEEK OF JUL 24, 2017 (B)",Netflix-Okja : Online,71.4,0,0,0,0,0,0,71.4,0,0,0,0
"WEEK OF JUL 24, 2017 (B)",Netflix-Ozark : Online,111.3,111.3,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 31, 2017 (B)",Netflix : Online,1548.4,0,0,0,21.8,237.8,0,16.7,0,0,58.2,1213.9
"WEEK OF JUL 31, 2017 (B)",Netflix-Atypical : Online,121.2,0,0,0,84.4,0,0,0,0,0,4.9,31.8
"WEEK OF JUL 31, 2017 (B)",Netflix-Gypsy : Online,121.6,0,0,0,0,121.6,0,0,0,0,0,0
"WEEK OF JUL 31, 2017 (B)",Netflix-Icarus : Online,20.9,0,0,0,5,0,0,15.9,0,0,0,0
"WEEK OF JUL 31, 2017 (B)",Netflix-Master Of None : Online,9.9,0,0,0,9.9,0,0,0,0,0,0,0
"WEEK OF JUL 31, 2017 (B)",Netflix-Naked : Online,2.8,0,0,0,0,0,0,0,0,0,2.8,0
"WEEK OF JUL 31, 2017 (B)",Netflix-Okja : Online,77.9,0,0,0,0,0,0,71.4,6.5,0,0,0
"WEEK OF JUL 31, 2017 (B)",Netflix-Ozark : Online,95.3,0,7.6,0,0,0,0,0,0,0,0,87.8
"WEEK OF JUL 31, 2017 (B)",Netflix-Wet Hot American Summer : Online,54.3,0,0,0,0,0,0,0,0,0,0,54.3
"WEEK OF AUG 07, 2017 (B)",Netflix : Online,123,0,0,0,54.7,0,0,0,4.1,0,64.2,0
"WEEK OF AUG 07, 2017 (B)",Netflix-Atypical : Online,75.8,0,0,0,70.1,0,0,0,0,0,5.7,0
"WEEK OF AUG 07, 2017 (B)",Netflix-Crown : Online,33.7,0,0,0,33.7,0,0,0,0,0,0,0
"WEEK OF AUG 07, 2017 (B)",Netflix-House Of Cards : Online,3.5,0,0,3.5,0,0,0,0,0,0,0,0
"WEEK OF AUG 07, 2017 (B)",Netflix-Icarus : Online,10.1,0,0,0,10.1,0,0,0,0,0,0,0
"WEEK OF AUG 07, 2017 (B)",Netflix-Master Of None : Online,57.9,0,0,0,30.9,27,0,0,0,0,0,0
"WEEK OF AUG 07, 2017 (B)",Netflix-Naked : Online,37.9,0,0,0,34.7,0,0,0,0,0,3.3,0
"WEEK OF AUG 07, 2017 (B)",Netflix-Stranger Things : Online,136.1,0,0,0,54.8,0,0,0,81.3,0,0,0
"WEEK OF AUG 14, 2017 (B)",Netflix : Online,89.9,0,0,0,25.7,0,0,0,0,0,64.2,0
"WEEK OF AUG 14, 2017 (B)",Netflix-Atypical : Online,424.6,0,0,0,10.1,408.7,0,0,0,0,5.7,0
"WEEK OF AUG 14, 2017 (B)",Netflix-Crown : Online,41,0,0,0,35.7,0,0,0,5.3,0,0,0
"WEEK OF AUG 14, 2017 (B)",Netflix-House Of Cards : Online,6.9,0,0,6.9,0,0,0,0,0,0,0,0
"WEEK OF AUG 14, 2017 (B)",Netflix-Marvels Defenders : Online,415.7,366,49.7,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 14, 2017 (B)",Netflix-Master Of None : Online,45.4,0,0,0,43.1,0,0,0,2.3,0,0,0
"WEEK OF AUG 14, 2017 (B)",Netflix-Naked : Online,3.3,0,0,0,0,0,0,0,0,0,3.3,0
"WEEK OF AUG 14, 2017 (B)",Netflix-Stranger Things : Online,118.9,0,0,0,116.1,0,0,0,2.8,0,0,0
"WEEK OF AUG 21, 2017 (B)",Netflix : Online,64.2,0,0,0,0,0,0,0,0,0,64.2,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Atypical : Online,5.7,0,0,0,0,0,0,0,0,0,5.7,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Aziz Ansari Master Of None : Online,2.3,0,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Black Mirror : Online,2.3,0,0,0,0,0,0,0,2.3,0,0,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Crown : Online,22,0,0,0,19.3,0,0,0,2.7,0,0,0
"WEEK OF AUG 21, 2017 (B)",Netflix-House Of Cards : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Marvels Defenders : Online,135.4,135.4,0,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Naked : Online,3.3,0,0,0,0,0,0,0,0,0,3.3,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Narcos : Online,65.7,65.7,0,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Stranger Things : Online,53.2,0,0,0,53.2,0,0,0,0,0,0,0
"WEEK OF AUG 21, 2017 (B)",Netflix-Tracy Morgan Staying Alive : Online,0,0,0,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Netflix : Online,1552.2,0,0,0,0,53.3,0,0,0,4.3,38.8,1455.7
"WEEK OF AUG 28, 2017 (B)",Netflix-Atypical : Online,3.3,0,0,0,0,0,0,0,0,0,3.3,0
"WEEK OF AUG 28, 2017 (B)",Netflix-Big Mouth : Online,1.2,0,0,0,0,0,0,0,0,0,1.2,0
"WEEK OF AUG 28, 2017 (B)",Netflix-Bojack Horseman : Online,17.4,0,0,0,0,0,0,0,0,0,0,17.4
"WEEK OF AUG 28, 2017 (B)",Netflix-Defenders : Online,19.9,0,0,0,0,0,0,0,0,0,0,19.9
"WEEK OF AUG 28, 2017 (B)",Netflix-First They Killed My Father : Online,47.2,0,0,0,0,0,0,0,25.8,0,0,21.4
"WEEK OF AUG 28, 2017 (B)",Netflix-Fuller House : Online,3.6,0,0,0,0,0,0,0,0,0,1.1,2.6
"WEEK OF AUG 28, 2017 (B)",Netflix-Jerry Before Seinfeld : Online,132.6,0,0,0,0,0,0,0,0,0,0,132.6
"WEEK OF AUG 28, 2017 (B)",Netflix-Last Chance U : Online,198.7,0,0,0,0,198.7,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Netflix-Little Evil : Online,13.9,0,0,0,0,0,0,0,0,0,0,13.9
"WEEK OF AUG 28, 2017 (B)",Netflix-Marc Maron Too Real : Online,19.3,0,0,0,0,0,0,0,0,0,0,19.3
"WEEK OF AUG 28, 2017 (B)",Netflix-meyerowitz Stories : Online,25.8,0,0,0,0,0,0,0,25.8,0,0,0
"WEEK OF AUG 28, 2017 (B)",Netflix-Mudbound : Online,263.6,0,0,0,0,237.8,0,0,25.8,0,0,0
"WEEK OF AUG 28, 2017 (B)",Netflix-Naked : Online,6.1,0,0,0,0,0,0,0,0,0,1.9,4.3
"WEEK OF AUG 28, 2017 (B)",Netflix-Narcos : Online,1042.5,205,49.3,0,0,788.2,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Netflix-Our Souls At Night : Online,43.5,0,0,0,0,0,0,0,0,0,0,43.5
"WEEK OF AUG 28, 2017 (B)",Netflix-Stranger Things : Online,52.3,0,0,0,0,52.3,0,0,0,0,0,0
"WEEK OF AUG 28, 2017 (B)",Netflix-What Happened To Monday : Online,6.4,0,0,0,0,0,0,0,0,0,0,6.4
"WEEK OF SEP 04, 2017 (B)",Netflix : Online,15.1,0,0,0,0,0,0,0,0,10.1,5,0
"WEEK OF SEP 04, 2017 (B)",Netflix-Big Mouth : Online,2.8,0,0,0,0,0,0,0,0,0,2.8,0
"WEEK OF SEP 04, 2017 (B)",Netflix-Bright : Online,12.4,0,12.4,0,0,0,0,0,0,0,0,0
